severity,component,kind,token,file,line,yaml_path,context,decision,notes
INFO,Documentation,entity_id,living,docs/MQTT/MQTT_CAPTURE_VALIDATION.md,76,lights.living.power.entity_id,| `thermostat/living/target/state` | `thermostat/living/target/state` | `climate` | `living_target_temperature` | 32 | number: 32 |,,
INFO,Documentation,property,target_temperature,docs/MQTT/MQTT_CAPTURE_VALIDATION.md,76,climate.thermostat_living.target_temperature.property,| `thermostat/living/target/state` | `thermostat/living/target/state` | `climate` | `living_target_temperature` | 32 | number: 32 |,,
INFO,Documentation,property,temperature,docs/MQTT/MQTT_CAPTURE_VALIDATION.md,76,heating.dhw_puffer.temperature.property,| `thermostat/living/target/state` | `thermostat/living/target/state` | `climate` | `living_target_temperature` | 32 | number: 32 |,,
INFO,Documentation,entity_id,vmc,docs/MQTT/MQTT_CAPTURE_VALIDATION.md,77,climate.vmc.speed.entity_id,| `vmc/maxNightSpeed/set` | `vmc/maxNightSpeed/set` | `ventilation` | `vmc_max_night_speed` | 1 | boolean_or_number: 1 |,,
INFO,Documentation,property,speed,docs/MQTT/MQTT_CAPTURE_VALIDATION.md,77,climate.vmc.speed.property,| `vmc/maxNightSpeed/set` | `vmc/maxNightSpeed/set` | `ventilation` | `vmc_max_night_speed` | 1 | boolean_or_number: 1 |,,
INFO,Documentation,property,vmc_max_night,docs/MQTT/MQTT_CAPTURE_VALIDATION.md,77,settings.climate.vmc_max_night.property,| `vmc/maxNightSpeed/set` | `vmc/maxNightSpeed/set` | `ventilation` | `vmc_max_night_speed` | 1 | boolean_or_number: 1 |,,
INFO,Documentation,entity_id,vmc,docs/MQTT/MQTT_CAPTURE_VALIDATION.md,78,climate.vmc.speed.entity_id,| `vmc/speed/state` | `vmc/speed/state` | `ventilation` | `vmc_speed` | 1 | boolean_or_number: 1 |,,
INFO,Documentation,property,speed,docs/MQTT/MQTT_CAPTURE_VALIDATION.md,78,climate.vmc.speed.property,| `vmc/speed/state` | `vmc/speed/state` | `ventilation` | `vmc_speed` | 1 | boolean_or_number: 1 |,,
INFO,Documentation,entity_id,system,docs/MQTT/MQTT_CAPTURE_VALIDATION.md,86,settings.system.ai_enabled.entity_id,- `system/state`,,
INFO,Documentation,entity_id,system,docs/MQTT/MQTT_CAPTURE_VALIDATION.md,90,settings.system.ai_enabled.entity_id,### `system/set`,,
INFO,Documentation,entity_id,climate,docs/MQTT/MQTT_TOPICS.md,30,settings.climate.target_humidex.entity_id,| `casa/clima/cmnd/emergency_humidex_away` | SUB(1) | domopi mqtt | 1 | — | AI climate |,,
INFO,Documentation,property,humidex,docs/MQTT/MQTT_TOPICS.md,30,env.living.humidex.property,| `casa/clima/cmnd/emergency_humidex_away` | SUB(1) | domopi mqtt | 1 | — | AI climate |,,
INFO,Documentation,entity_id,climate,docs/MQTT/MQTT_TOPICS.md,31,settings.climate.target_humidex.entity_id,| `casa/clima/cmnd/target_humidex` | SUB(1) | domopi mqtt | 1 | — | AI climate |,,
INFO,Documentation,mqtt_topic,casa/clima/cmnd/target_humidex,docs/MQTT/MQTT_TOPICS.md,31,settings.climate.target_humidex.legacy.source.topic,| `casa/clima/cmnd/target_humidex` | SUB(1) | domopi mqtt | 1 | — | AI climate |,,
INFO,Documentation,property,humidex,docs/MQTT/MQTT_TOPICS.md,31,env.living.humidex.property,| `casa/clima/cmnd/target_humidex` | SUB(1) | domopi mqtt | 1 | — | AI climate |,,
INFO,Documentation,property,target_humidex,docs/MQTT/MQTT_TOPICS.md,31,settings.climate.target_humidex.property,| `casa/clima/cmnd/target_humidex` | SUB(1) | domopi mqtt | 1 | — | AI climate |,,
INFO,Documentation,entity_id,climate,docs/MQTT/MQTT_TOPICS.md,32,settings.climate.target_humidex.entity_id,| `casa/clima/stato_completo` | SUB(3) + PUB(1) | domopi mqtt | 1 | 2 | — | AI climate | Android APP Bridge |,,
INFO,Documentation,mqtt_topic,casa/clima/stato_completo,docs/MQTT/MQTT_TOPICS.md,32,climate.ac_master.mode.legacy.confirmation.topic,| `casa/clima/stato_completo` | SUB(3) + PUB(1) | domopi mqtt | 1 | 2 | — | AI climate | Android APP Bridge |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,33,brokers.emon,| `emon/AC/command` | SUB(1) + PUB(2) | emoncms mqtt | 2 | true | AI climate |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,33,climate.vmc.speed.legacy.source.broker,| `emon/AC/command` | SUB(1) + PUB(2) | emoncms mqtt | 2 | true | AI climate |,,
INFO,Documentation,entity_id,climate,docs/MQTT/MQTT_TOPICS.md,33,settings.climate.target_humidex.entity_id,| `emon/AC/command` | SUB(1) + PUB(2) | emoncms mqtt | 2 | true | AI climate |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,34,brokers.emon,| `emon/AC/emeter_power` | SUB(1) | emoncms mqtt | 2 | — | AI climate |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,34,climate.vmc.speed.legacy.source.broker,| `emon/AC/emeter_power` | SUB(1) | emoncms mqtt | 2 | — | AI climate |,,
INFO,Documentation,entity_id,climate,docs/MQTT/MQTT_TOPICS.md,34,settings.climate.target_humidex.entity_id,| `emon/AC/emeter_power` | SUB(1) | emoncms mqtt | 2 | — | AI climate |,,
INFO,Documentation,property,power,docs/MQTT/MQTT_TOPICS.md,34,lights.living.power.property,| `emon/AC/emeter_power` | SUB(1) | emoncms mqtt | 2 | — | AI climate |,,
INFO,Documentation,entity_id,climate,docs/MQTT/MQTT_TOPICS.md,35,settings.climate.target_humidex.entity_id,| `zara/domotics/AC/command` | SUB(2) + PUB(1) | domopi mqtt | 2 | — | AI climate | Dashboard Android App |,,
INFO,Documentation,mqtt_topic,zara/domotics/AC/command,docs/MQTT/MQTT_TOPICS.md,35,climate.ac_master.mode.legacy.source.topic,| `zara/domotics/AC/command` | SUB(2) + PUB(1) | domopi mqtt | 2 | — | AI climate | Dashboard Android App |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,36,brokers.emon,| `zara/domotics/BedroomHumidex` | SUB(1) | emoncms mqtt | 2 | — | AI climate |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,36,climate.vmc.speed.legacy.source.broker,| `zara/domotics/BedroomHumidex` | SUB(1) | emoncms mqtt | 2 | — | AI climate |,,
INFO,Documentation,entity_id,climate,docs/MQTT/MQTT_TOPICS.md,36,settings.climate.target_humidex.entity_id,| `zara/domotics/BedroomHumidex` | SUB(1) | emoncms mqtt | 2 | — | AI climate |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,37,brokers.emon,| `zara/domotics/LivingHumidex` | SUB(1) | emoncms mqtt | 2 | — | AI climate |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,37,climate.vmc.speed.legacy.source.broker,| `zara/domotics/LivingHumidex` | SUB(1) | emoncms mqtt | 2 | — | AI climate |,,
INFO,Documentation,entity_id,climate,docs/MQTT/MQTT_TOPICS.md,37,settings.climate.target_humidex.entity_id,| `zara/domotics/LivingHumidex` | SUB(1) | emoncms mqtt | 2 | — | AI climate |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,43,brokers.emon,| `/esp8266/brink/fanspeed` | SUB(1) | emoncms mqtt | 2 | — | Dashboard Android App |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,43,climate.vmc.speed.legacy.source.broker,| `/esp8266/brink/fanspeed` | SUB(1) | emoncms mqtt | 2 | — | Dashboard Android App |,,
INFO,Documentation,mqtt_topic,/esp8266/brink/fanspeed,docs/MQTT/MQTT_TOPICS.md,43,climate.vmc.speed.legacy.source.topic,| `/esp8266/brink/fanspeed` | SUB(1) | emoncms mqtt | 2 | — | Dashboard Android App |,,
INFO,Documentation,property,speed,docs/MQTT/MQTT_TOPICS.md,43,climate.vmc.speed.property,| `/esp8266/brink/fanspeed` | SUB(1) | emoncms mqtt | 2 | — | Dashboard Android App |,,
INFO,Documentation,entity_id,climate,docs/MQTT/MQTT_TOPICS.md,44,settings.climate.target_humidex.entity_id,| `casa/clima/cmnd/vmc_max_notte` | SUB(1) + PUB(2) | domopi mqtt | 1 | true | AI climate | Android APP Bridge |,,
INFO,Documentation,entity_id,vmc,docs/MQTT/MQTT_TOPICS.md,44,climate.vmc.speed.entity_id,| `casa/clima/cmnd/vmc_max_notte` | SUB(1) + PUB(2) | domopi mqtt | 1 | true | AI climate | Android APP Bridge |,,
INFO,Documentation,mqtt_topic,casa/clima/cmnd/vmc_max_notte,docs/MQTT/MQTT_TOPICS.md,44,settings.climate.vmc_max_night.legacy.source.topic,| `casa/clima/cmnd/vmc_max_notte` | SUB(1) + PUB(2) | domopi mqtt | 1 | true | AI climate | Android APP Bridge |,,
INFO,Documentation,entity_id,vmc,docs/MQTT/MQTT_TOPICS.md,45,climate.vmc.speed.entity_id,| `casa/clima/stat/vmc_max_notte` | SUB(2) | domopi mqtt | 2 | — | Android APP Bridge |,,
INFO,Documentation,mqtt_topic,casa/clima/stat/vmc_max_notte,docs/MQTT/MQTT_TOPICS.md,45,settings.climate.vmc_max_night.legacy.confirmation.topic,| `casa/clima/stat/vmc_max_notte` | SUB(2) | domopi mqtt | 2 | — | Android APP Bridge |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,52,brokers.emon,| `TeslaPowerwall/solar_instant_power` | SUB(3) | emoncms mqtt | 2 | — | AI climate | Android APP Bridge |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,52,climate.vmc.speed.legacy.source.broker,| `TeslaPowerwall/solar_instant_power` | SUB(3) | emoncms mqtt | 2 | — | AI climate | Android APP Bridge |,,
INFO,Documentation,entity_id,climate,docs/MQTT/MQTT_TOPICS.md,52,settings.climate.target_humidex.entity_id,| `TeslaPowerwall/solar_instant_power` | SUB(3) | emoncms mqtt | 2 | — | AI climate | Android APP Bridge |,,
INFO,Documentation,entity_id,solar,docs/MQTT/MQTT_TOPICS.md,52,energy.solar.power.entity_id,| `TeslaPowerwall/solar_instant_power` | SUB(3) | emoncms mqtt | 2 | — | AI climate | Android APP Bridge |,,
INFO,Documentation,mqtt_topic,TeslaPowerwall/solar_instant_power,docs/MQTT/MQTT_TOPICS.md,52,energy.solar.power.legacy.source.topic,| `TeslaPowerwall/solar_instant_power` | SUB(3) | emoncms mqtt | 2 | — | AI climate | Android APP Bridge |,,
INFO,Documentation,property,power,docs/MQTT/MQTT_TOPICS.md,52,lights.living.power.property,| `TeslaPowerwall/solar_instant_power` | SUB(3) | emoncms mqtt | 2 | — | AI climate | Android APP Bridge |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,53,brokers.emon,| `emon/emontx3/power1` | SUB(2) | emoncms mqtt | 2 | — | Dashboard Android App | Google Webhook |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,53,climate.vmc.speed.legacy.source.broker,| `emon/emontx3/power1` | SUB(2) | emoncms mqtt | 2 | — | Dashboard Android App | Google Webhook |,,
INFO,Documentation,property,power,docs/MQTT/MQTT_TOPICS.md,53,lights.living.power.property,| `emon/emontx3/power1` | SUB(2) | emoncms mqtt | 2 | — | Dashboard Android App | Google Webhook |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,59,brokers.emon,| `TeslaPowerwall/SOE` | SUB(3) | emoncms mqtt | 2 | — | AI climate | Android APP Bridge |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,59,climate.vmc.speed.legacy.source.broker,| `TeslaPowerwall/SOE` | SUB(3) | emoncms mqtt | 2 | — | AI climate | Android APP Bridge |,,
INFO,Documentation,entity_id,climate,docs/MQTT/MQTT_TOPICS.md,59,settings.climate.target_humidex.entity_id,| `TeslaPowerwall/SOE` | SUB(3) | emoncms mqtt | 2 | — | AI climate | Android APP Bridge |,,
INFO,Documentation,mqtt_topic,TeslaPowerwall/SOE,docs/MQTT/MQTT_TOPICS.md,59,energy.battery.soc.legacy.source.topic,| `TeslaPowerwall/SOE` | SUB(3) | emoncms mqtt | 2 | — | AI climate | Android APP Bridge |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,60,brokers.emon,| `TeslaPowerwall/load_instant_power` | SUB(3) | emoncms mqtt | 2 | — | AI climate | Android APP Bridge |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,60,climate.vmc.speed.legacy.source.broker,| `TeslaPowerwall/load_instant_power` | SUB(3) | emoncms mqtt | 2 | — | AI climate | Android APP Bridge |,,
INFO,Documentation,entity_id,climate,docs/MQTT/MQTT_TOPICS.md,60,settings.climate.target_humidex.entity_id,| `TeslaPowerwall/load_instant_power` | SUB(3) | emoncms mqtt | 2 | — | AI climate | Android APP Bridge |,,
INFO,Documentation,property,power,docs/MQTT/MQTT_TOPICS.md,60,lights.living.power.property,| `TeslaPowerwall/load_instant_power` | SUB(3) | emoncms mqtt | 2 | — | AI climate | Android APP Bridge |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,61,brokers.emon,| `TeslaPowerwall/site_instant_power` | SUB(2) | emoncms mqtt | 2 | — | Android APP Bridge | Dashboard Android App |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,61,climate.vmc.speed.legacy.source.broker,| `TeslaPowerwall/site_instant_power` | SUB(2) | emoncms mqtt | 2 | — | Android APP Bridge | Dashboard Android App |,,
INFO,Documentation,property,power,docs/MQTT/MQTT_TOPICS.md,61,lights.living.power.property,| `TeslaPowerwall/site_instant_power` | SUB(2) | emoncms mqtt | 2 | — | Android APP Bridge | Dashboard Android App |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,62,brokers.emon,| `TeslaPowerwall/site_intant_power` | SUB(1) | emoncms mqtt | 2 | — | Diverter |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,62,climate.vmc.speed.legacy.source.broker,| `TeslaPowerwall/site_intant_power` | SUB(1) | emoncms mqtt | 2 | — | Diverter |,,
INFO,Documentation,property,power,docs/MQTT/MQTT_TOPICS.md,62,lights.living.power.property,| `TeslaPowerwall/site_intant_power` | SUB(1) | emoncms mqtt | 2 | — | Diverter |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,68,brokers.emon,| `emon/bagnoServizio/humidity` | PUB(1) | emoncms mqtt | 2 | true | ZigBee sensors |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,68,climate.vmc.speed.legacy.source.broker,| `emon/bagnoServizio/humidity` | PUB(1) | emoncms mqtt | 2 | true | ZigBee sensors |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,69,brokers.emon,| `emon/bagnoServizio/temperature` | SUB(1) + PUB(1) | emoncms mqtt | 2 | true | Dashboard Android App | ZigBee sensors |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,69,climate.vmc.speed.legacy.source.broker,| `emon/bagnoServizio/temperature` | SUB(1) + PUB(1) | emoncms mqtt | 2 | true | Dashboard Android App | ZigBee sensors |,,
INFO,Documentation,property,temperature,docs/MQTT/MQTT_TOPICS.md,69,heating.dhw_puffer.temperature.property,| `emon/bagnoServizio/temperature` | SUB(1) + PUB(1) | emoncms mqtt | 2 | true | Dashboard Android App | ZigBee sensors |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,70,brokers.emon,| `emon/cameraMatrimoniale/humidity` | SUB(1) + PUB(1) | emoncms mqtt | 2 | true | Dashboard Android App | ZigBee sensors |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,70,climate.vmc.speed.legacy.source.broker,| `emon/cameraMatrimoniale/humidity` | SUB(1) + PUB(1) | emoncms mqtt | 2 | true | Dashboard Android App | ZigBee sensors |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,71,brokers.emon,| `emon/cameraMatrimoniale/temperature` | SUB(2) + PUB(1) | emoncms mqtt | 2 | true | AI climate | Dashboard Android App | ZigBee sensors |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,71,climate.vmc.speed.legacy.source.broker,| `emon/cameraMatrimoniale/temperature` | SUB(2) + PUB(1) | emoncms mqtt | 2 | true | AI climate | Dashboard Android App | ZigBee sensors |,,
INFO,Documentation,entity_id,climate,docs/MQTT/MQTT_TOPICS.md,71,settings.climate.target_humidex.entity_id,| `emon/cameraMatrimoniale/temperature` | SUB(2) + PUB(1) | emoncms mqtt | 2 | true | AI climate | Dashboard Android App | ZigBee sensors |,,
INFO,Documentation,property,temperature,docs/MQTT/MQTT_TOPICS.md,71,heating.dhw_puffer.temperature.property,| `emon/cameraMatrimoniale/temperature` | SUB(2) + PUB(1) | emoncms mqtt | 2 | true | AI climate | Dashboard Android App | ZigBee sensors |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,72,brokers.emon,| `emon/cameretta/humidity` | PUB(1) | emoncms mqtt | 2 | true | ZigBee sensors |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,72,climate.vmc.speed.legacy.source.broker,| `emon/cameretta/humidity` | PUB(1) | emoncms mqtt | 2 | true | ZigBee sensors |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,73,brokers.emon,| `emon/cameretta/temperature` | PUB(1) | emoncms mqtt | 2 | true | ZigBee sensors |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,73,climate.vmc.speed.legacy.source.broker,| `emon/cameretta/temperature` | PUB(1) | emoncms mqtt | 2 | true | ZigBee sensors |,,
INFO,Documentation,property,temperature,docs/MQTT/MQTT_TOPICS.md,73,heating.dhw_puffer.temperature.property,| `emon/cameretta/temperature` | PUB(1) | emoncms mqtt | 2 | true | ZigBee sensors |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,74,brokers.emon,| `emon/centraleTermica/humidity` | PUB(1) | emoncms mqtt | 2 | true | ZigBee sensors |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,74,climate.vmc.speed.legacy.source.broker,| `emon/centraleTermica/humidity` | PUB(1) | emoncms mqtt | 2 | true | ZigBee sensors |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,75,brokers.emon,| `emon/centraleTermica/temperature` | PUB(1) | emoncms mqtt | 2 | true | ZigBee sensors |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,75,climate.vmc.speed.legacy.source.broker,| `emon/centraleTermica/temperature` | PUB(1) | emoncms mqtt | 2 | true | ZigBee sensors |,,
INFO,Documentation,property,temperature,docs/MQTT/MQTT_TOPICS.md,75,heating.dhw_puffer.temperature.property,| `emon/centraleTermica/temperature` | PUB(1) | emoncms mqtt | 2 | true | ZigBee sensors |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,76,brokers.emon,| `emon/emonth5/humidex` | SUB(1) + PUB(1) | emoncms mqtt | 2 | — | Android APP Bridge | Dashboard Android App |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,76,climate.vmc.speed.legacy.source.broker,| `emon/emonth5/humidex` | SUB(1) + PUB(1) | emoncms mqtt | 2 | — | Android APP Bridge | Dashboard Android App |,,
INFO,Documentation,mqtt_topic,emon/emonth5/humidex,docs/MQTT/MQTT_TOPICS.md,76,env.living.humidex.legacy.source.topic,| `emon/emonth5/humidex` | SUB(1) + PUB(1) | emoncms mqtt | 2 | — | Android APP Bridge | Dashboard Android App |,,
INFO,Documentation,property,humidex,docs/MQTT/MQTT_TOPICS.md,76,env.living.humidex.property,| `emon/emonth5/humidex` | SUB(1) + PUB(1) | emoncms mqtt | 2 | — | Android APP Bridge | Dashboard Android App |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,77,brokers.emon,| `emon/emonth5/humidity` | SUB(3) | emoncms mqtt | 2 | — | Android APP Bridge | Dashboard Android App |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,77,climate.vmc.speed.legacy.source.broker,| `emon/emonth5/humidity` | SUB(3) | emoncms mqtt | 2 | — | Android APP Bridge | Dashboard Android App |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,78,brokers.emon,| `emon/emonth5/temperature_calibrated` | SUB(5) | emoncms mqtt | 2 | — | AI climate | Android APP Bridge | Dashboard Android App |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,78,climate.vmc.speed.legacy.source.broker,| `emon/emonth5/temperature_calibrated` | SUB(5) | emoncms mqtt | 2 | — | AI climate | Android APP Bridge | Dashboard Android App |,,
INFO,Documentation,entity_id,climate,docs/MQTT/MQTT_TOPICS.md,78,settings.climate.target_humidex.entity_id,| `emon/emonth5/temperature_calibrated` | SUB(5) | emoncms mqtt | 2 | — | AI climate | Android APP Bridge | Dashboard Android App |,,
INFO,Documentation,property,temperature,docs/MQTT/MQTT_TOPICS.md,78,heating.dhw_puffer.temperature.property,| `emon/emonth5/temperature_calibrated` | SUB(5) | emoncms mqtt | 2 | — | AI climate | Android APP Bridge | Dashboard Android App |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,79,brokers.emon,| `emon/resolDL2/sensor1` | SUB(3) | emoncms mqtt | 2 | — | Android APP Bridge | Dashboard Android App |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,79,climate.vmc.speed.legacy.source.broker,| `emon/resolDL2/sensor1` | SUB(3) | emoncms mqtt | 2 | — | Android APP Bridge | Dashboard Android App |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,80,brokers.emon,| `emon/resolDL2/sensor2` | SUB(3) | emoncms mqtt | 2 | — | Android APP Bridge | Dashboard Android App |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,80,climate.vmc.speed.legacy.source.broker,| `emon/resolDL2/sensor2` | SUB(3) | emoncms mqtt | 2 | — | Android APP Bridge | Dashboard Android App |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,81,brokers.emon,| `emon/resolDL2/sensor3` | SUB(3) | emoncms mqtt | 2 | — | Android APP Bridge | Dashboard Android App |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,81,climate.vmc.speed.legacy.source.broker,| `emon/resolDL2/sensor3` | SUB(3) | emoncms mqtt | 2 | — | Android APP Bridge | Dashboard Android App |,,
INFO,Documentation,mqtt_topic,emon/resolDL2/sensor3,docs/MQTT/MQTT_TOPICS.md,81,heating.puffer.top_temperature.legacy.source.topic,| `emon/resolDL2/sensor3` | SUB(3) | emoncms mqtt | 2 | — | Android APP Bridge | Dashboard Android App |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,82,brokers.emon,| `emon/shellyACS/tempACS` | SUB(3) | emoncms mqtt | 2 | — | Android APP Bridge | Dashboard Android App |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,82,climate.vmc.speed.legacy.source.broker,| `emon/shellyACS/tempACS` | SUB(3) | emoncms mqtt | 2 | — | Android APP Bridge | Dashboard Android App |,,
INFO,Documentation,mqtt_topic,emon/shellyACS/tempACS,docs/MQTT/MQTT_TOPICS.md,82,heating.dhw_puffer.temperature.legacy.source.topic,| `emon/shellyACS/tempACS` | SUB(3) | emoncms mqtt | 2 | — | Android APP Bridge | Dashboard Android App |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,83,brokers.emon,| `emon/shellyBagnocamera/temperature_calibrated` | SUB(1) | emoncms mqtt | 2 | — | Dashboard Android App |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,83,climate.vmc.speed.legacy.source.broker,| `emon/shellyBagnocamera/temperature_calibrated` | SUB(1) | emoncms mqtt | 2 | — | Dashboard Android App |,,
INFO,Documentation,property,temperature,docs/MQTT/MQTT_TOPICS.md,83,heating.dhw_puffer.temperature.property,| `emon/shellyBagnocamera/temperature_calibrated` | SUB(1) | emoncms mqtt | 2 | — | Dashboard Android App |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,84,brokers.emon,| `emon/weather/RelativeHumidity` | SUB(1) | emoncms mqtt | 2 | — | Dashboard Android App |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,84,climate.vmc.speed.legacy.source.broker,| `emon/weather/RelativeHumidity` | SUB(1) | emoncms mqtt | 2 | — | Dashboard Android App |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,85,brokers.emon,| `emon/weather/extHumidity` | SUB(1) + PUB(1) | emoncms mqtt | 2 | true | Dashboard Android App | ZigBee sensors |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,85,climate.vmc.speed.legacy.source.broker,| `emon/weather/extHumidity` | SUB(1) + PUB(1) | emoncms mqtt | 2 | true | Dashboard Android App | ZigBee sensors |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,86,brokers.emon,| `emon/weather/extTemp` | SUB(1) + PUB(1) | emoncms mqtt | 2 | true | Dashboard Android App | ZigBee sensors |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,86,climate.vmc.speed.legacy.source.broker,| `emon/weather/extTemp` | SUB(1) + PUB(1) | emoncms mqtt | 2 | true | Dashboard Android App | ZigBee sensors |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,87,brokers.emon,| `emon/weather/tomorrowSolarIrradiance` | SUB(1) | emoncms mqtt | 2 | — | start local scripts |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,87,climate.vmc.speed.legacy.source.broker,| `emon/weather/tomorrowSolarIrradiance` | SUB(1) | emoncms mqtt | 2 | — | start local scripts |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,88,brokers.emon,| `tele/tasmotaFrigorifero/SENSOR` | SUB(1) | domopi mqtt | 2 | — | mqtt to emoncms |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,88,climate.vmc.speed.legacy.source.broker,| `tele/tasmotaFrigorifero/SENSOR` | SUB(1) | domopi mqtt | 2 | — | mqtt to emoncms |,,
INFO,Documentation,entity_id,climate,docs/MQTT/MQTT_TOPICS.md,100,settings.climate.target_humidex.entity_id,| `zigbee2mqtt/TU-cucinaEsterno` | SUB(4) | domopi mqtt | 2 | — | AI climate | Android APP Bridge | ZigBee sensors |,,
INFO,Documentation,mqtt_topic,cmnd/tasmota_F32F4F/TEMPTARGETSET,docs/MQTT/MQTT_TOPICS.md,113,climate.thermostat_living.target_temperature.legacy.source.topic,| `cmnd/tasmota_F32F4F/TEMPTARGETSET` | SUB(1) + PUB(1) | domopi mqtt | 2 | true | Dashboard Android App |,,
INFO,Documentation,broker_name,emon,docs/MQTT/MQTT_TOPICS.md,115,brokers.emon,| `emon/TermostatLiving/Switch` | SUB(1) | emoncms mqtt | 2 | — | Dashboard Android App |,,
INFO,Documentation,broker_value,emon,docs/MQTT/MQTT_TOPICS.md,115,climate.vmc.speed.legacy.source.broker,| `emon/TermostatLiving/Switch` | SUB(1) | emoncms mqtt | 2 | — | Dashboard Android App |,,
